Src,Eqid,Version,Datetime,Lat,Lon,Magnitude,Depth,NST,Region
pr,13035003,0,"Monday, February  4, 2013 20:56:03 UTC",18.8299,-64.2650,3.0,43.00, 7,"Virgin Islands region"
nn,00401743,9,"Monday, February  4, 2013 18:49:47 UTC",38.1227,-115.0367,2.6,13.70, 5,"Nevada"
nc,71935021,5,"Monday, February  4, 2013 18:30:51 UTC",38.7892,-122.7425,2.9,1.90,77,"Northern California"
us,c000f0zs,7,"Monday, February  4, 2013 17:47:49 UTC",37.5266,70.1759,4.7,14.00,52,"Hindu Kush region, Afghanistan"
ak,10650324,1,"Monday, February  4, 2013 17:06:37 UTC",60.6818,-152.4054,2.6,91.30,34,"Southern Alaska"
us,2013lfat,3,"Monday, February  4, 2013 15:27:14 UTC",32.8999,94.8966,4.1,27.50,20,"Xizang-Qinghai border region"
us,2013lfaq,5,"Monday, February  4, 2013 14:33:02 UTC",-11.0081,165.4433,4.7,10.00,29,"Santa Cruz Islands"
ak,10650278,2,"Monday, February  4, 2013 13:51:14 UTC",49.9368,179.1687,3.1,49.90,10,"south of the Aleutian Islands"
us,2013lfap,6,"Monday, February  4, 2013 13:35:29 UTC",37.5340,82.4263,4.7,21.70,72,"southern Xinjiang, China"
us,c000f0wi,8,"Monday, February  4, 2013 12:04:57 UTC",32.8530,94.7124,4.7,35.00,103,"Xizang-Qinghai border region"
us,c000f0wk,4,"Monday, February  4, 2013 11:48:42 UTC",-33.9987,-14.7126,4.6,10.10,25,"southern Mid-Atlantic Ridge"
us,c000f0vg,4,"Monday, February  4, 2013 09:33:17 UTC",0.6300,126.2420,4.7,14.70,44,"Molucca Sea"
us,c000f0v0,5,"Monday, February  4, 2013 08:38:06 UTC",36.5617,70.8146,4.3,204.30,26,"Hindu Kush region, Afghanistan"
us,c000f0uu,5,"Monday, February  4, 2013 08:08:30 UTC",19.0239,121.0521,4.6,48.90,37,"Babuyan Islands region, Philippines"
us,c000f0ut,5,"Monday, February  4, 2013 07:56:53 UTC",34.8916,24.1916,4.7,10.00,102,"Crete, Greece"
us,c000f0uj,7,"Monday, February  4, 2013 07:16:09 UTC",16.2219,120.5795,4.6,54.90,14,"Luzon, Philippines"
us,c000f0tj,9,"Monday, February  4, 2013 05:39:06 UTC",16.8834,-96.7509,4.0,35.00,40,"Oaxaca, Mexico"
ak,10650203,1,"Monday, February  4, 2013 05:25:34 UTC",62.3251,-151.3673,3.1,81.60,39,"Central Alaska"
us,c000f0t9,6,"Monday, February  4, 2013 05:10:32 UTC",15.3195,-94.0306,4.3,72.80,120,"offshore Chiapas, Mexico"
us,c000f0sw,7,"Monday, February  4, 2013 04:29:46 UTC",43.6808,16.3903,4.5,10.10,35,"Croatia"
us,c000f0sp,6,"Monday, February  4, 2013 04:00:54 UTC",30.3340,130.9954,4.7,54.30,18,"Kyushu, Japan"
pr,13035001,0,"Monday, February  4, 2013 03:50:16 UTC",18.6970,-64.3087,2.7,73.00, 3,"Virgin Islands region"
us,c000f0sa,3,"Monday, February  4, 2013 03:49:27 UTC",-4.9707,133.9097,4.6,21.80,27,"near the south coast of Papua, Indonesia"
uw,60504521,1,"Monday, February  4, 2013 03:46:17 UTC",48.9357,-119.5805,2.5,1.20, 9,"Washington"
ak,10650156,2,"Monday, February  4, 2013 03:31:00 UTC",51.4374,-177.2211,2.5,37.60,15,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10650161,2,"Monday, February  4, 2013 01:54:44 UTC",51.5747,-176.7491,2.6,49.50,15,"Andreanof Islands, Aleutian Islands, Alaska"
pr,13035002,0,"Monday, February  4, 2013 01:38:57 UTC",18.8850,-64.9170,2.9,55.00, 5,"Virgin Islands region"
us,c000f0r7,5,"Monday, February  4, 2013 01:20:21 UTC",-5.5474,130.8369,4.7,58.70,22,"Banda Sea"
us,c000f0ps,7,"Sunday, February  3, 2013 23:04:18 UTC",29.3302,141.8019,5.1,48.80,267,"Izu Islands, Japan region"
us,c000f0pp,8,"Sunday, February  3, 2013 22:56:11 UTC",29.3124,142.0140,5.3,34.80,259,"Izu Islands, Japan region"
ci,15281081,2,"Sunday, February  3, 2013 22:14:26 UTC",35.8050,-118.5040,2.7,4.50,62,"Central California"
ak,10650076,1,"Sunday, February  3, 2013 22:01:44 UTC",61.6729,-150.5438,3.1,59.80,56,"Southern Alaska"
ak,10650064,1,"Sunday, February  3, 2013 21:37:55 UTC",62.9931,-150.7086,3.5,166.90,12,"Central Alaska"
us,c000f0np,5,"Sunday, February  3, 2013 20:54:43 UTC",-32.3765,-71.5977,4.7,37.90,32,"offshore Valparaiso, Chile"
ak,10650060,2,"Sunday, February  3, 2013 20:30:44 UTC",67.7331,-167.1644,3.6,24.20,15,"Bering Strait"
us,c000f0mh,4,"Sunday, February  3, 2013 17:46:59 UTC",27.6917,56.4974,4.5,45.10,31,"southern Iran"
nc,71934461,5,"Sunday, February  3, 2013 16:51:46 UTC",37.3477,-121.7088,2.5,8.60,91,"Northern California"
us,2013lear,3,"Sunday, February  3, 2013 14:23:02 UTC",-11.0025,165.4439,4.6,10.00,18,"Santa Cruz Islands"
us,c000f0ku,5,"Sunday, February  3, 2013 11:36:39 UTC",-5.0038,153.2180,5.0,10.00,64,"New Ireland region, Papua New Guinea"
us,c000f0kj,A,"Sunday, February  3, 2013 11:14:56 UTC",-5.0741,153.0690,5.4,23.20,193,"New Ireland region, Papua New Guinea"
us,c000f0kd,5,"Sunday, February  3, 2013 11:10:31 UTC",36.4962,70.7940,4.0,177.70,39,"Hindu Kush region, Afghanistan"
us,c000f0ke,6,"Sunday, February  3, 2013 11:08:10 UTC",-5.0725,153.1490,4.8,11.50,52,"New Ireland region, Papua New Guinea"
us,c000f0k9,8,"Sunday, February  3, 2013 10:22:40 UTC",-10.5488,166.5661,4.7,35.50,104,"Santa Cruz Islands"
us,c000f0k5,8,"Sunday, February  3, 2013 10:12:07 UTC",-5.4343,154.2528,4.6,138.80,103,"Bougainville region, Papua New Guinea"
ak,10649927,1,"Sunday, February  3, 2013 07:51:29 UTC",62.9473,-150.7181,2.9,125.40,55,"Central Alaska"
ak,10649916,1,"Sunday, February  3, 2013 07:13:33 UTC",61.0513,-150.8920,2.6,49.80,42,"Southern Alaska"
us,c000f0fi,7,"Sunday, February  3, 2013 06:20:51 UTC",-6.5806,130.1281,4.6,150.80,33,"Banda Sea"
us,c000f0es,4,"Sunday, February  3, 2013 05:22:12 UTC",-35.6005,-72.7669,4.4,37.00,21,"offshore Maule, Chile"
ak,10649868,2,"Sunday, February  3, 2013 05:13:41 UTC",62.8642,-150.7072,3.9,93.80,77,"Central Alaska"
us,c000f0cw,5,"Sunday, February  3, 2013 05:01:07 UTC",64.9516,-122.9657,4.0,10.00,54,"Northwest Territories, Canada"
us,c000f0ch,7,"Sunday, February  3, 2013 03:57:32 UTC",-10.8758,165.3571,5.1,10.00,58,"Santa Cruz Islands"
ak,10649823,2,"Sunday, February  3, 2013 03:27:36 UTC",63.0802,-151.5871,3.3,8.90,30,"Central Alaska"
us,c000f0bw,8,"Sunday, February  3, 2013 03:20:29 UTC",-29.7239,-178.8898,4.7,197.50,56,"Kermadec Islands, New Zealand"
us,c000f0bs,6,"Sunday, February  3, 2013 03:08:23 UTC",-21.4337,-178.7097,4.6,578.20,61,"Fiji region"
us,c000f0bj,6,"Sunday, February  3, 2013 02:29:13 UTC",-10.9632,165.3327,5.1,9.90,38,"Santa Cruz Islands"
us,c000f0bf,3,"Sunday, February  3, 2013 02:00:57 UTC",17.2567,147.2107,4.8,69.50,27,"Mariana Islands region"
ak,10649796,1,"Sunday, February  3, 2013 01:57:20 UTC",62.0870,-148.1612,2.7,10.90,49,"Central Alaska"
pr,13034000,0,"Sunday, February  3, 2013 01:51:59 UTC",18.4696,-67.5585,2.7,81.00, 4,"Mona Passage, Puerto Rico"
us,c000f0a0,4,"Saturday, February  2, 2013 22:36:01 UTC",-10.7100,166.5497,4.6,10.30,61,"Santa Cruz Islands"
us,c000f09b,5,"Saturday, February  2, 2013 22:31:58 UTC",-11.3221,165.1132,4.7,10.00,21,"Santa Cruz Islands"
us,c000f07p,6,"Saturday, February  2, 2013 21:20:35 UTC",-11.1323,165.3223,5.1,10.00,144,"Santa Cruz Islands"
us,c000f07a,6,"Saturday, February  2, 2013 21:00:23 UTC",-61.3223,154.1036,4.8,10.00,39,"Balleny Islands region"
us,c000f078,6,"Saturday, February  2, 2013 20:46:30 UTC",-10.3659,166.4568,4.8,10.40,84,"Santa Cruz Islands"
us,c000f06q,8,"Saturday, February  2, 2013 20:16:07 UTC",-31.1283,-71.3749,4.6,48.60,34,"Coquimbo, Chile"
us,c000f06g,3,"Saturday, February  2, 2013 19:24:34 UTC",-11.2194,165.2014,5.1,29.50,77,"Santa Cruz Islands"
us,c000f05y,B,"Saturday, February  2, 2013 18:58:06 UTC",-10.9218,165.2461,6.0,7.50,315,"Santa Cruz Islands"
us,c000f05u,A,"Saturday, February  2, 2013 18:54:31 UTC",-10.9703,165.3326,5.2,31.10,113,"Santa Cruz Islands"
us,c000f056,A,"Saturday, February  2, 2013 18:31:38 UTC",29.4141,141.9384,5.5,50.80,190,"Izu Islands, Japan region"
pr,13033003,0,"Saturday, February  2, 2013 18:16:51 UTC",19.8878,-67.5970,3.1,56.00,10,"Puerto Rico region"
ak,10652410,2,"Saturday, February  2, 2013 17:54:58 UTC",56.0740,-135.7272,2.5,20.00, 5,"Southeastern Alaska"
ak,10652408,2,"Saturday, February  2, 2013 17:39:02 UTC",56.1223,-135.7292,2.7,20.00, 5,"Southeastern Alaska"
ak,10649439,2,"Saturday, February  2, 2013 15:49:48 UTC",51.4978,-178.1699,3.6,18.50,16,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000f03a,7,"Saturday, February  2, 2013 14:17:34 UTC",42.8116,143.0784,6.9,103.10,583,"Hokkaido, Japan region"
us,c000f02n,9,"Saturday, February  2, 2013 13:35:35 UTC",46.5089,14.6419,4.5,10.00,70,"Austria"
pr,13033002,0,"Saturday, February  2, 2013 13:29:13 UTC",18.5221,-63.9562,2.6,26.00, 6,"Virgin Islands region"
nc,71933876,3,"Saturday, February  2, 2013 12:00:12 UTC",36.4553,-120.4745,2.8,16.80,131,"Central California"
us,c000f01s,6,"Saturday, February  2, 2013 11:54:04 UTC",-9.7285,112.9597,4.5,35.10,36,"south of Java, Indonesia"
us,c000f01m,8,"Saturday, February  2, 2013 11:33:53 UTC",34.2611,24.9827,4.8,9.40,129,"Crete, Greece"
ak,10649377,2,"Saturday, February  2, 2013 11:22:21 UTC",51.4654,-178.1307,3.5,13.10,19,"Andreanof Islands, Aleutian Islands, Alaska"
nc,71933851,5,"Saturday, February  2, 2013 10:50:04 UTC",36.4673,-120.4888,2.9,12.40,174,"Central California"
ak,10649355,2,"Saturday, February  2, 2013 10:07:20 UTC",60.0980,-153.1693,2.6,130.20,38,"Southern Alaska"
us,c000f005,4,"Saturday, February  2, 2013 07:21:20 UTC",-6.5494,130.0167,4.5,145.00,52,"Banda Sea"
se,020213a,C,"Saturday, February  2, 2013 06:47:03 UTC",34.9633,-84.9325,2.5,9.70,18,"Georgia, USA"
ak,10649289,3,"Saturday, February  2, 2013 06:39:20 UTC",60.0732,-152.5530,3.5,91.00,66,"Southern Alaska"
us,c000ezzr,8,"Saturday, February  2, 2013 06:26:31 UTC",30.8769,142.6756,4.8,32.20,299,"Izu Islands, Japan region"
ak,10649279,2,"Saturday, February  2, 2013 05:34:18 UTC",51.3373,-174.1129,3.1,47.20,17,"Andreanof Islands, Aleutian Islands, Alaska"
ak,10649275,2,"Saturday, February  2, 2013 05:14:34 UTC",52.2312,-176.0831,2.6,122.70,17,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000ezzh,8,"Saturday, February  2, 2013 05:10:01 UTC",10.7267,-62.2780,4.4,89.60,130,"offshore Sucre, Venezuela"
ak,10652372,2,"Saturday, February  2, 2013 04:45:34 UTC",55.9679,-135.2825,2.6,20.00, 6,"off the coast of Southeastern Alaska"
us,c000ezyt,7,"Saturday, February  2, 2013 04:16:20 UTC",-11.0856,165.1736,5.6,28.60,68,"Santa Cruz Islands"
us,c000f00n,4,"Saturday, February  2, 2013 03:48:06 UTC",-32.5616,-71.6039,4.0,30.20,12,"offshore Valparaiso, Chile"
us,c000ezyg,7,"Saturday, February  2, 2013 03:44:34 UTC",34.9903,-97.4664,2.8,13.80,19,"Oklahoma"
us,c000ezyd,7,"Saturday, February  2, 2013 03:39:51 UTC",-10.8641,165.3471,4.9,19.80,114,"Santa Cruz Islands"
us,c000ezya,7,"Saturday, February  2, 2013 03:39:51 UTC",23.7353,121.9889,5.1,22.50,73,"Taiwan"
ak,10649223,2,"Saturday, February  2, 2013 02:43:05 UTC",62.1734,-150.7210,2.6,68.60,50,"Central Alaska"
us,c000ezxv,8,"Saturday, February  2, 2013 01:20:41 UTC",-10.8275,165.2375,4.9,35.20,94,"Santa Cruz Islands"
us,c000ezxz,4,"Saturday, February  2, 2013 01:19:36 UTC",-6.9599,105.4014,5.1,38.70,127,"Sunda Strait, Indonesia"
us,c000ezxt,7,"Saturday, February  2, 2013 01:15:49 UTC",-11.1458,165.3868,5.0,26.90,112,"Santa Cruz Islands"
us,c000ezxg,6,"Friday, February  1, 2013 23:16:04 UTC",13.7867,144.5918,4.4,153.90,31,"Guam region"
us,c000ezvd,6,"Friday, February  1, 2013 22:26:30 UTC",-11.1483,165.3388,4.9,9.80,26,"Santa Cruz Islands"
us,c000ezw4,E,"Friday, February  1, 2013 22:18:35 UTC",-11.0635,165.3264,6.4,22.00,133,"Santa Cruz Islands"
us,c000ezv6,E,"Friday, February  1, 2013 22:16:36 UTC",-10.9263,165.4500,6.3,19.90,288,"Santa Cruz Islands"
ak,10648915,3,"Friday, February  1, 2013 21:03:50 UTC",65.5230,-144.4622,4.3,14.20,72,"northern Alaska"
nc,71933366,1,"Friday, February  1, 2013 20:47:40 UTC",36.7890,-122.0813,2.6,4.40,54,"offshore Central California"
us,c000ezq1,7,"Friday, February  1, 2013 18:23:06 UTC",42.8682,142.7919,4.6,131.00,206,"Hokkaido, Japan region"
us,c000ezps,5,"Friday, February  1, 2013 18:04:10 UTC",-6.8434,129.5571,4.4,156.10,27,"Banda Sea"
us,c000ezp6,5,"Friday, February  1, 2013 17:21:23 UTC",-24.0765,-66.9065,4.7,179.50,43,"Salta, Argentina"
us,c000ezp4,7,"Friday, February  1, 2013 17:08:26 UTC",-0.1816,123.0677,4.9,124.90,132,"Sulawesi, Indonesia"
ak,10648704,2,"Friday, February  1, 2013 16:31:09 UTC",54.7698,-161.4977,2.6,34.60,16,"Alaska Peninsula"
hv,60461836,3,"Friday, February  1, 2013 14:08:21 UTC",19.8007,-156.1565,2.6,36.00,25,"Hawaii region, Hawaii"
us,c000ezlw,8,"Friday, February  1, 2013 14:06:48 UTC",35.5505,139.9580,4.8,72.00,41,"near the south coast of Honshu, Japan"
nc,71933006,5,"Friday, February  1, 2013 13:28:15 UTC",35.6665,-121.0730,3.1,6.80,96,"Central California"
ak,10648641,2,"Friday, February  1, 2013 10:57:01 UTC",51.3647,-178.9239,2.7,23.50,17,"Andreanof Islands, Aleutian Islands, Alaska"
us,c000ezl2,6,"Friday, February  1, 2013 10:55:26 UTC",38.4965,142.3438,4.4,50.70,27,"near the east coast of Honshu, Japan"
us,c000ezkv,6,"Friday, February  1, 2013 10:39:46 UTC",-26.5598,-178.9872,4.7,368.10,185,"south of the Fiji Islands"
ak,10648627,3,"Friday, February  1, 2013 10:22:20 UTC",67.7755,-143.6838,3.5,10.00,39,"northern Alaska"
ci,15279801,2,"Friday, February  1, 2013 10:06:45 UTC",31.8680,-116.1980,2.5,8.20,20,"Baja California, Mexico"
us,c000ezjt,7,"Friday, February  1, 2013 07:39:46 UTC",48.2846,154.6969,4.7,36.00,181,"Kuril Islands"
ak,10648568,3,"Friday, February  1, 2013 07:20:24 UTC",60.0188,-153.0751,2.8,1.80,41,"Southern Alaska"
ak,10648551,2,"Friday, February  1, 2013 06:47:57 UTC",59.1821,-142.8097,2.9,16.80,50,"Gulf of Alaska"
us,c000ezj6,8,"Friday, February  1, 2013 06:32:36 UTC",47.4805,81.1063,4.5,16.20,90,"eastern Kazakhstan"
pr,13032000,0,"Friday, February  1, 2013 05:44:28 UTC",18.1840,-67.4032,2.8,9.00,16,"Mona Passage, Puerto Rico"
us,c000ezil,A,"Friday, February  1, 2013 05:36:40 UTC",-11.0900,165.5377,6.0,9.40,278,"Santa Cruz Islands"
ak,10648484,2,"Friday, February  1, 2013 03:33:25 UTC",60.0090,-153.0308,2.5,2.30,33,"Southern Alaska"
us,c000ezhu,7,"Friday, February  1, 2013 02:17:27 UTC",-6.9508,147.6674,5.9,34.80,124,"eastern New Guinea region, Papua New Guinea"
us,c000ezhs,7,"Friday, February  1, 2013 01:49:13 UTC",-10.9845,165.4756,4.9,29.80,128,"Santa Cruz Islands"
ak,10651747,2,"Friday, February  1, 2013 01:39:28 UTC",55.4334,-134.9107,2.5,10.00, 5,"Southeastern Alaska"
ak,10651743,2,"Friday, February  1, 2013 01:04:51 UTC",55.5801,-135.0018,2.5,10.00, 5,"off the coast of Southeastern Alaska"
us,c000ezhk,6,"Friday, February  1, 2013 00:42:59 UTC",-11.0555,165.4805,4.8,9.90,99,"Santa Cruz Islands"
us,c000ezhb,4,"Friday, February  1, 2013 00:18:08 UTC",-11.0338,165.3336,5.1,10.70,32,"Santa Cruz Islands"
